id,stateabb,ccode,leader,s_date,s_month,start_year,e_month,end_year,birthyear,gender,military_career,start_age,end_age,duration,country,oecd,gdp,eu27,gseven,gtwenty,brics,label,pcgdp
97,DMA,54,Patrick John,3,11,1978,6,1979,1938,Male,0,40,41,1,Dominica,0,0.526516557,0,0,0,0,0,NA
98,NIC,93,Luis Somoza Debayle,29,9,1956,5,1963,1922,Male,0,34,41,7,Nicaragua,0,11.4362793,0,0,0,0,0,NA
99,VEN,101,Delgado Chalbaud,24,11,1948,11,1950,1909,Male,1,39,41,2,Venezuela,0,,0,0,0,0,0,NA
100,ECU,130,Roldos Aquilers,10,8,1979,5,1981,1940,Male,0,39,41,2,Ecuador,0,88.64363861,0,0,0,0,0,1706.266724
101,PER,135,Garcia Perez,28,7,1985,7,1990,1949,Male,0,36,41,5,Peru,0,222.4911194,0,0,0,0,0,1079.40332
102,COM,581,Soilih,3,8,1975,5,1978,1937,Male,0,38,41,3,Comoros,0,NA,0,0,0,0,0,NA
103,SYR,652,"El-Atassi, N.",25,2,1966,11,1970,1929,Male,0,37,41,4,Syria,0,,0,0,0,0,0,NA
104,AFG,700,Mohammad Musa Shafiq,12,12,1972,7,1973,1932,Male,0,40,41,1,Afghanistan,0,22.03043365,0,0,0,0,0,NA
105,KIR,946,Tabai,12,8,1979,7,1991,1950,Male,0,29,41,12,Kiribati,0,NA,0,0,0,0,0,NA
106,DOM,42,Cabral,22,12,1963,4,1965,1923,Male,0,40,42,2,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
107,BOL,145,Jorge Quiroga Ramirez,7,8,2001,8,2002,1960,Male,0,41,42,1,Bolivia,0,,0,0,0,0,0,NA
108,SWZ,225,Tschudi,1,1,1965,12,1965,1923,Male,0,42,42,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
109,MAC,343,Crvenkovski,1,11,2002,5,2004,1962,Male,0,40,42,2,Macedonia,0,,0,0,0,0,0,1974.060059
110,GHA,452,Akuffo,5,7,1978,6,1979,1937,Male,1,41,42,1,Ghana,0,60.47307587,0,0,0,0,0,NA
111,AFG,700,Mullah Omar,27,9,1996,11,2001,1959,Male,1,37,42,5,Afghanistan,0,22.03043365,0,0,0,0,0,NA
112,FSM,987,Haglelgam,11,5,1987,5,1991,1949,Male,0,38,42,4,Federated States of Micronesia,0,,0,0,0,0,0,NA
113,SUR,115,Bouterse,15,2,1980,1,1988,1945,Male,1,35,43,8,Suriname,0,4.823753834,0,0,0,0,0,NA
114,ECU,130,Arosemena Gomez,16,11,1966,9,1968,1925,Male,0,41,43,2,Ecuador,0,88.64363861,0,0,0,0,0,NA
115,BRA,140,Mello,15,3,1990,10,1992,1949,Male,0,41,43,2,Brazil,0,2379.456543,0,0,1,1,0,3105.01001
116,SLV,349,Sarec,13,9,2018,3,2020,1977,Male,0,41,43,2,Slovenia,1,59.13618469,1,0,0,0,0,26145.65039
117,COM,581,Azali Assoumani,30,4,1999,1,2002,1959,Male,1,40,43,3,Comoros,0,NA,0,0,0,0,0,NA
118,SYR,652,Nasser (president of UAR),1,2,1958,9,1961,1918,Male,1,40,43,3,Syria,0,,0,0,0,0,0,NA
119,SYR,652,Zahreddin,28,3,1962,4,1962,1919,Male,1,43,43,0,Syria,0,,0,0,0,0,0,NA
120,JOR,663,Ibn Abdullah-Hashim,6,9,1951,8,1952,1909,Male,0,42,43,1,Jordan,0,33.42028809,0,0,0,0,0,NA
121,PNG,910,Chan,11,3,1980,8,1982,1939,Male,0,41,43,2,Papua New Guinea,0,21.23073387,0,0,0,0,0,NA
122,PNG,910,Wingti,17,7,1992,8,1994,1951,Male,0,41,43,2,Papua New Guinea,0,21.23073387,0,0,0,0,0,1582.689941
123,DOM,42,Bartolome Benoit,27,4,1965,5,1965,1921,Male,1,44,44,0,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
124,PAN,95,Arias Espinosa,15,1,1955,10,1956,1912,Male,0,43,44,1,Panama,0,53.50344849,0,0,0,0,0,NA
125,VEN,101,Perez Jimenez,13,11,1950,1,1958,1914,Male,1,36,44,8,Venezuela,0,,0,0,0,0,0,NA
126,ECU,130,Arosemena Monroy,7,11,1961,7,1963,1919,Male,0,42,44,2,Ecuador,0,88.64363861,0,0,0,0,0,NA
127,ECU,130,Hurtado Larrea,24,5,1981,8,1984,1940,Male,0,41,44,3,Ecuador,0,88.64363861,0,0,0,0,0,NA
128,BRA,140,Quadros,31,1,1961,8,1961,1917,Male,0,44,44,0,Brazil,0,2379.456543,0,0,1,1,0,NA
129,BOL,145,Siles Salinas,27,4,1969,9,1969,1925,Male,0,44,44,0,Bolivia,0,,0,0,0,0,0,NA
130,MNG,341,Dukanovic,3,6,2006,11,2006,1962,Male,0,44,44,0,Montenegro,0,NA,0,0,0,0,0,4431.310059
131,MAC,343,Vlado Buckovski,17,12,2004,8,2006,1962,Male,0,42,44,2,Macedonia,0,,0,0,0,0,0,2796.620117
132,MAC,343,Spasovksi,3,1,2020,8,2020,1976,Male,0,44,44,0,Macedonia,0,,0,0,0,0,0,6018.781738
133,SLV,349,Peterle,23,12,1991,5,1992,1948,Male,0,43,44,1,Slovenia,1,59.13618469,1,0,0,0,0,NA
134,SLV,349,Anton Rop,11,12,2002,11,2004,1960,Male,0,42,44,2,Slovenia,1,59.13618469,1,0,0,0,0,11804.76953
135,MLI,432,Amadou Toure,26,3,1991,6,1992,1948,Male,1,43,44,1,Mali,0,16.25198174,0,0,0,0,0,NA
136,PAK,770,Sharif,6,11,1990,4,1993,1949,Male,0,41,44,3,Pakistan,0,267.4912415,0,0,0,0,0,495.9889832
137,PAK,770,Sharif,26,5,1993,7,1993,1949,Male,0,44,44,0,Pakistan,0,267.4912415,0,0,0,0,0,583.7089844
138,PNG,910,Somare,16,9,1975,3,1980,1936,Male,0,39,44,5,Papua New Guinea,0,21.23073387,0,0,0,0,0,NA
139,WSM,990,Taisi Tufuga Efi,24,3,1976,4,1982,1938,Male,0,38,44,6,Samoa,0,0.820523143,0,0,0,0,0,NA
140,WSM,990,Taisi Tufuga Efi,18,9,1982,12,1982,1938,Male,0,44,44,0,Samoa,0,0.820523143,0,0,0,0,0,NA
141,DOM,42,Berreras Imbert,7,5,1965,8,1965,1920,Male,1,45,45,0,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
142,DOM,42,Godoy,3,9,1965,7,1966,1921,Male,0,44,45,1,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
143,NIC,93,Daniel Ortega,18,7,1979,4,1990,1945,Male,0,34,45,11,Nicaragua,0,11.4362793,0,0,0,0,0,NA
144,ECU,130,Bucaram Ortiz,10,8,1996,2,1997,1952,Male,0,44,45,1,Ecuador,0,88.64363861,0,0,0,0,0,2037.130005
145,BOL,145,Vildoso Calderon,21,7,1982,10,1982,1937,Male,1,45,45,0,Bolivia,0,,0,0,0,0,0,NA
146,MAC,343,Hari Kostov,2,6,2004,11,2004,1959,Male,0,45,45,0,Macedonia,0,,0,0,0,0,0,2796.620117
147,IRQ,645,Salem Aref,8,2,1963,4,1966,1921,Male,1,42,45,3,Iraq,0,219.1729431,0,0,0,0,0,NA
148,SYR,652,Shishakli,19,12,1949,2,1954,1909,Male,1,40,45,5,Syria,0,,0,0,0,0,0,NA
149,AFG,700,Najibullah,4,5,1986,4,1992,1947,Male,0,39,45,6,Afghanistan,0,22.03043365,0,0,0,0,0,NA
150,IND,750,"Gandhi, R.",31,10,1984,12,1989,1944,Male,0,40,45,5,India,0,3228.86377,0,0,1,1,0,288.5630188
151,PNG,910,Namaliu,4,7,1988,7,1992,1947,Male,0,41,45,4,Papua New Guinea,0,21.23073387,0,0,0,0,0,NA
152,PAN,95,Martin Torrijos,1,9,2004,7,2009,1963,Male,1,41,46,5,Panama,0,53.50344849,0,0,0,0,0,4638.720215
153,ECU,130,Plaza Lasso,1,9,1948,9,1952,1906,Male,0,42,46,4,Ecuador,0,88.64363861,0,0,0,0,0,NA
154,BRA,140,Goulart,7,9,1961,4,1964,1918,Male,0,43,46,3,Brazil,0,2379.456543,0,0,1,1,0,NA
155,BOL,145,Siles Zuazo,17,6,1956,8,1960,1914,Male,0,42,46,4,Bolivia,0,,0,0,0,0,0,NA
156,BOL,145,Pereda Asbun,21,7,1978,11,1978,1932,Male,1,46,46,0,Bolivia,0,,0,0,0,0,0,602.8165894
157,SWZ,225,Alain Berset,1,1,2018,12,2018,1972,Male,0,46,46,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
158,MLT,338,Muscat,11,3,2013,1,2020,1974,Male,0,39,46,7,Malta,0,14.8592577,1,0,0,0,0,NA
159,ALB,339,Fatos Nano,24,7,1997,10,1998,1952,Male,0,45,46,1,Albania,0,15.58189106,0,0,0,0,0,717.3809814
160,MAC,343,Gruevski,27,8,2006,1,2016,1970,Male,0,36,46,10,Macedonia,0,,0,0,0,0,0,3359.609863
161,MAC,343,Zaev,31,5,2017,1,2020,1974,Male,0,43,46,3,Macedonia,0,,0,0,0,0,0,NA
162,PAK,770,Mohammed Ali,17,4,1953,8,1955,1909,Male,0,44,46,2,Pakistan,0,267.4912415,0,0,0,0,0,NA
163,PNG,910,Skate,22,7,1997,7,1999,1953,Male,0,44,46,2,Papua New Guinea,0,21.23073387,0,0,0,0,0,1563.100098
164,DOM,42,Fernandez Reyna,16,8,1996,8,2000,1953,Male,0,43,47,4,Dominican Republic,0,91.04623413,0,0,0,0,0,2309.919922
165,PAN,95,Remon Cantero,1,10,1952,1,1955,1908,Male,0,44,47,3,Panama,0,53.50344849,0,0,0,0,0,NA
166,VEN,101,Larrazabal,23,1,1958,11,1958,1911,Male,1,47,47,0,Venezuela,0,,0,0,0,0,0,NA
167,GUY,110,Bharrat Jagdeo,11,8,1999,12,2011,1964,Male,0,35,47,12,Guyana,0,4.191225052,0,0,0,0,0,NA
168,BOL,145,Barrientos Ortuna,6,11,1964,1,1966,1919,Male,1,45,47,2,Bolivia,0,,0,0,0,0,0,NA
169,SWZ,225,Tschudi,1,1,1970,12,1970,1923,Male,0,47,47,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
170,BEN,434,Maga,1,1,1960,10,1963,1916,Male,0,44,47,3,Benin,0,11.62133789,0,0,0,0,0,NA
171,GHA,452,Acheampong,13,1,1972,7,1978,1931,Male,1,41,47,6,Ghana,0,60.47307587,0,0,0,0,0,NA
172,GHA,452,Limann,24,9,1979,12,1981,1934,Male,0,45,47,2,Ghana,0,60.47307587,0,0,0,0,0,NA
173,UGA,500,Obote,9,10,1962,1,1971,1924,Male,0,38,47,9,Uganda,0,31.74250031,0,0,0,0,0,NA
174,COM,581,Azali Assoumani,27,5,2002,5,2006,1959,Male,1,43,47,4,Comoros,0,NA,0,0,0,0,0,757.3989868
175,SYR,652,Al-kuzbari,28,9,1961,12,1961,1914,Male,0,47,47,0,Syria,0,,0,0,0,0,0,NA
176,LAO,812,Somsanith,31,5,1960,8,1960,1913,Male,0,47,47,0,Laos,0,,0,0,0,0,0,NA
177,TON,955,Ulukalala Lavaka Ata (Tupou VI),3,1,2000,2,2006,1959,Male,0,41,47,6,Tonga,0,0.448402256,0,0,0,0,0,NA
178,DOM,42,Majluta Azar,4,7,1982,8,1982,1934,Male,0,48,48,0,Dominican Republic,0,91.04623413,0,0,0,0,0,1545.100098
179,VEN,101,Sanabria,14,11,1958,2,1959,1911,Male,0,47,48,1,Venezuela,0,,0,0,0,0,0,NA
180,ECU,130,Ponce Enriquez,1,9,1956,9,1960,1912,Male,0,44,48,4,Ecuador,0,88.64363861,0,0,0,0,0,NA
181,ECU,130,Lucio Gutierrez,15,1,2003,4,2005,1957,Male,1,46,48,2,Ecuador,0,88.64363861,0,0,0,0,0,NA
182,BOL,145,Ovando Candia,5,1,1966,8,1966,1918,Male,1,48,48,0,Bolivia,0,,0,0,0,0,0,NA
183,AND,232,Reig,8,1,1982,5,1984,1936,Male,0,46,48,2,Andorra,0,NA,0,0,0,0,0,NA
184,MNG,341,Sturanovic,10,11,2006,2,2008,1960,Male,0,46,48,2,Montenegro,0,NA,0,0,0,0,0,4431.310059
185,MNG,341,Dukanovic,29,2,2008,12,2010,1962,Male,0,46,48,2,Montenegro,0,NA,0,0,0,0,0,NA
186,COM,581,el-Yachroutu,5,10,1995,1,1996,1948,Male,0,47,48,1,Comoros,0,NA,0,0,0,0,0,NA
187,AFG,700,Mohammad Yusuf,10,3,1963,11,1965,1917,Male,1,46,48,2,Afghanistan,0,22.03043365,0,0,0,0,0,NA
188,AFG,700,Mohammad Hashim Maiwandwal,2,11,1965,10,1967,1919,Male,0,46,48,2,Afghanistan,0,22.03043365,0,0,0,0,0,NA
189,JAM,51,Shearer,11,4,1967,3,1972,1923,Male,0,44,49,5,Jamaica,0,14.71058464,0,0,0,0,0,NA
190,BOL,145,Paz Estenssoro,17,4,1952,6,1956,1907,Male,0,45,49,4,Bolivia,0,,0,0,0,0,0,NA
191,BOL,145,Garcia Meza Tejada,18,7,1980,8,1981,1932,Male,1,48,49,1,Bolivia,0,,0,0,0,0,0,695.5349731
192,BOL,145,Torrelio Villa,5,8,1981,7,1982,1933,Male,1,48,49,1,Bolivia,0,,0,0,0,0,0,NA
193,SLV,349,Borut Pahor,21,11,2008,2,2012,1963,Male,0,45,49,4,Slovenia,1,59.13618469,1,0,0,0,0,27744.20898
194,GNB,404,Cabral,10,9,1974,11,1980,1931,Male,0,43,49,6,Guinea-Bissau,0,1.272050381,0,0,0,0,0,NA
195,LBR,450,Sawyer,22,11,1990,3,1994,1945,Male,0,45,49,4,Liberia,0,1.729123473,0,0,0,0,0,NA
196,RWA,517,Kayibanda,26,10,1961,7,1973,1924,Male,0,37,49,12,Rwanda,0,11.5992918,0,0,0,0,0,NA
197,IRQ,645,Karrim Kassem,14,7,1958,2,1963,1914,Male,1,44,49,5,Iraq,0,219.1729431,0,0,0,0,0,NA
198,PAK,770,Bhutto,20,12,1971,7,1977,1928,Male,0,43,49,6,Pakistan,0,267.4912415,0,0,0,0,0,NA
199,PNG,910,Somare,2,8,1982,11,1985,1936,Male,0,46,49,3,Papua New Guinea,0,21.23073387,0,0,0,0,0,1251.949951
200,WSM,990,Mata'afa Mulinu'u,1,1,1962,2,1970,1921,Male,0,41,49,8,Samoa,0,0.820523143,0,0,0,0,0,NA
201,DMA,54,Pierre Charles,3,10,2000,1,2004,1954,Male,0,46,50,4,Dominica,0,0.526516557,0,0,0,0,0,NA
202,PAN,95,"Arias, A.",25,11,1949,5,1951,1901,Male,0,48,50,2,Panama,0,53.50344849,0,0,0,0,0,NA
203,PAN,95,Noriega,15,8,1983,1,1990,1940,Male,1,43,50,7,Panama,0,53.50344849,0,0,0,0,0,NA
204,PER,135,Noriega,1,6,1950,7,1950,1900,Male,1,50,50,0,Peru,0,222.4911194,0,0,0,0,0,NA
205,BOL,145,Ballivian Rojas,16,5,1951,4,1952,1902,Male,1,49,50,1,Bolivia,0,,0,0,0,0,0,NA
206,BOL,145,Barrientos Ortuna,6,8,1966,4,1969,1919,Male,1,47,50,3,Bolivia,0,,0,0,0,0,0,NA
207,BOL,145,Torres,7,10,1970,8,1971,1921,Male,1,49,50,1,Bolivia,0,,0,0,0,0,0,NA
208,BOL,145,Eduardo Rodriguez,9,6,2005,1,2006,1956,Male,0,49,50,1,Bolivia,0,,0,0,0,0,0,1049.059937
209,MLT,338,Sant,28,10,1996,9,1998,1948,Male,0,48,50,2,Malta,0,14.8592577,1,0,0,0,0,NA
210,SLV,349,Drnovsek,14,5,1992,5,2000,1950,Male,0,42,50,8,Slovenia,1,59.13618469,1,0,0,0,0,9639.259766
211,SLV,349,Janez Jansa,9,11,2004,11,2008,1958,Male,0,46,50,4,Slovenia,1,59.13618469,1,0,0,0,0,17254.83008
212,UKR,369,Turchynov,23,2,2014,6,2014,1964,Male,0,50,50,0,Ukraine,0,139.1454468,0,0,0,0,0,3053.609863
213,GNB,404,Kumba Iala,18,2,2000,9,2003,1953,Male,0,47,50,3,Guinea-Bissau,0,1.272050381,0,0,0,0,0,NA
214,ETH,530,Andom,12,9,1974,11,1974,1924,Male,1,50,50,0,Ethiopia,0,64.85749054,0,0,0,0,0,NA
215,COM,581,Abdou,13,2,2019,4,2019,1969,Male,0,50,50,0,Comoros,0,NA,0,0,0,0,0,1349.790039
216,IRN,630,Khamenei,4,6,1989,8,1989,1939,Male,0,50,50,0,Iran,0,,0,0,0,0,0,3572.527344
217,AFG,700,Nur Ahmad Etemadi,1,11,1967,6,1971,1921,Male,0,46,50,4,Afghanistan,0,22.03043365,0,0,0,0,0,NA
218,AFG,700,Amin,27,3,1979,12,1979,1929,Male,0,50,50,0,Afghanistan,0,22.03043365,0,0,0,0,0,NA
219,PAK,770,Sharif,17,2,1997,10,1999,1949,Male,0,48,50,2,Pakistan,0,267.4912415,0,0,0,0,0,641.56604
220,LAO,812,Boun Oum,13,12,1960,6,1962,1912,Male,0,48,50,2,Laos,0,,0,0,0,0,0,NA
221,KIR,946,Tito,30,9,1994,3,2003,1953,Male,0,41,50,9,Kiribati,0,NA,0,0,0,0,0,NA
222,PAN,95,Florez Aguilar,31,7,1981,3,1982,1931,Male,1,50,51,1,Panama,0,53.50344849,0,0,0,0,0,NA
223,ECU,130,Castro,11,7,1963,3,1966,1915,Male,1,48,51,3,Ecuador,0,88.64363861,0,0,0,0,1,NA
224,ECU,130,Alarcon Fabian,6,2,1997,8,1998,1947,Male,0,50,51,1,Ecuador,0,88.64363861,0,0,0,0,0,2253.22998
225,ECU,130,Mahuad,10,8,1998,1,2000,1949,Male,0,49,51,2,Ecuador,0,88.64363861,0,0,0,0,0,2257.860107
226,BRA,140,Ranieri Mazzilli,25,8,1961,9,1961,1910,Male,0,51,51,0,Brazil,0,2379.456543,0,0,1,1,0,NA
227,ARG,160,Levingston,18,6,1970,3,1971,1920,Male,1,50,51,1,Argentina,0,456.1006165,0,0,1,0,0,NA
228,SWZ,225,Petipierre,1,1,1950,12,1950,1899,Male,0,51,51,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
229,SWZ,225,Ogi,1,1,1993,12,1993,1942,Male,0,51,51,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
230,RUS,365,Malenkov,6,3,1953,3,1953,1902,Male,1,51,51,0,Russia,0,1782.059692,0,0,1,1,0,NA
231,AZE,373,Mamedov,6,3,1992,5,1992,1941,Male,0,51,51,0,Azerbaijan,0,61.52862549,0,0,0,0,0,159.9710083
232,BEN,434,Zinsou,1,8,1968,12,1969,1918,Male,0,50,51,1,Benin,0,11.62133789,0,0,0,0,0,NA
233,LBR,450,Kpormapkor,7,3,1994,9,1995,1944,Male,0,50,51,1,Liberia,0,1.729123473,0,0,0,0,0,NA
234,PAK,770,Chaudhri M. Ali,11,8,1955,9,1956,1905,Male,0,50,51,1,Pakistan,0,267.4912415,0,0,0,0,0,NA
235,TON,955,Sika,12,9,2019,10,2019,1968,Male,0,51,51,0,Tonga,0,0.448402256,0,0,0,0,0,NA
236,WSM,990,Tamasese Lealofi IV,25,2,1970,3,1973,1922,Male,0,48,51,3,Samoa,0,0.820523143,0,0,0,0,0,NA
237,PAN,95,Torrijos Herrera,12,10,1968,7,1981,1929,Male,1,39,52,13,Panama,0,53.50344849,0,0,0,0,0,NA
238,PAN,95,Dario Paredes,3,3,1982,8,1983,1931,Male,1,51,52,1,Panama,0,53.50344849,0,0,0,0,0,NA
239,BOL,145,Ovando Candia,26,9,1969,10,1970,1918,Male,1,51,52,1,Bolivia,0,,0,0,0,0,0,NA
240,BOL,145,Banzer Suarez,22,8,1971,7,1978,1926,Male,1,45,52,7,Bolivia,0,,0,0,0,0,0,NA
241,BOL,145,Padilla Aranciba,24,11,1978,8,1979,1927,Male,1,51,52,1,Bolivia,0,,0,0,0,0,0,602.8165894
242,BOL,145,Natusch Busch,1,11,1979,11,1979,1927,Male,1,52,52,0,Bolivia,0,,0,0,0,0,0,693.928772
243,BOL,145,Carlos Mesa,17,10,2003,6,2005,1953,Male,0,50,52,2,Bolivia,0,,0,0,0,0,0,NA
244,ARG,160,Lanusse,8,6,1970,6,1970,1918,Male,1,52,52,0,Argentina,0,456.1006165,0,0,1,0,0,NA
245,SWZ,225,Cotti,1,1,1991,12,1991,1939,Male,0,52,52,0,Switzerland,1,691.0378418,0,0,0,0,0,38655.80859
246,SLV,349,Drnovsek,17,11,2000,12,2002,1950,Male,0,50,52,2,Slovenia,1,59.13618469,1,0,0,0,0,10259.49023
247,BEN,434,Soglo,28,10,1963,1,1964,1912,Male,1,51,52,1,Benin,0,11.62133789,0,0,0,0,0,NA
248,BEN,434,Apithy,19,1,1964,11,1965,1913,Male,0,51,52,1,Benin,0,11.62133789,0,0,0,0,0,NA
249,BEN,434,Congacou,29,11,1965,12,1965,1913,Male,0,52,52,0,Benin,0,11.62133789,0,0,0,0,0,NA
250,IRQ,645,Rahmen Aref,17,4,1966,7,1968,1916,Male,1,50,52,2,Iraq,0,219.1729431,0,0,0,0,0,NA
251,EGY,651,Nasser,17,11,1954,9,1970,1918,Male,1,36,52,16,Egypt,0,311.9263306,0,0,0,0,0,NA
252,LAO,812,Katay Don Sasorith,24,12,1954,3,1956,1904,Male,0,50,52,2,Laos,0,,0,0,0,0,0,NA
253,PAN,95,Balladares,1,9,1994,9,1999,1946,Male,0,48,53,5,Panama,0,53.50344849,0,0,0,0,0,3095.159912
254,SUR,115,Shankar,25,1,1988,12,1990,1937,Male,0,51,53,2,Suriname,0,4.823753834,0,0,0,0,0,NA
255,ECU,130,Rodriguez Lara,15,2,1972,1,1976,1923,Male,1,49,53,4,Ecuador,0,88.64363861,0,0,0,0,0,NA
256,ECU,130,Poveda Burbano,11,1,1976,8,1979,1926,Male,1,50,53,3,Ecuador,0,88.64363861,0,0,0,0,0,NA
257,PER,135,Odria,29,10,1948,6,1950,1897,Male,1,51,53,2,Peru,0,222.4911194,0,0,0,0,0,NA
258,ARG,160,Guido,29,3,1962,10,1963,1910,Male,0,52,53,1,Argentina,0,456.1006165,0,0,1,0,0,NA
259,SWZ,225,Furgler,1,1,1977,12,1977,1924,Male,0,53,53,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
260,SWZ,225,Delamuraz,1,1,1989,12,1989,1936,Male,0,53,53,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
261,ALB,339,Berisha,9,4,1992,7,1997,1944,Male,0,48,53,5,Albania,0,15.58189106,0,0,0,0,0,389.3225708
262,ALB,339,Fatos Nano,31,7,2002,9,2005,1952,Male,0,50,53,3,Albania,0,15.58189106,0,0,0,0,0,NA
263,ARM,371,Ter-Petrosyan,16,10,1991,2,1998,1945,Male,0,46,53,7,Armenia,0,14.10398102,0,0,0,0,0,NA
264,GNB,404,Sanha,14,5,1999,2,2000,1947,Male,0,52,53,1,Guinea-Bissau,0,1.272050381,0,0,0,0,0,NA
265,GNB,404,Raimundo Perreira,2,3,2009,9,2009,1956,Male,0,53,53,0,Guinea-Bissau,0,1.272050381,0,0,0,0,0,572.184021
266,MLI,432,Keita,22,9,1960,11,1968,1915,Male,0,45,53,8,Mali,0,16.25198174,0,0,0,0,0,NA
267,LBR,450,Sankawulo,1,9,1995,9,1996,1943,Male,0,52,53,1,Liberia,0,1.729123473,0,0,0,0,0,NA
268,ETH,530,Desalegn,20,8,2012,4,2018,1965,Male,0,47,53,6,Ethiopia,0,64.85749054,0,0,0,0,0,NA
269,COM,581,Sambi,26,5,2006,5,2011,1958,Male,0,48,53,5,Comoros,0,NA,0,0,0,0,0,1110.97998
270,EGY,651,Naguib,23,7,1952,11,1954,1901,Male,1,51,53,2,Egypt,0,311.9263306,0,0,0,0,0,NA
271,AFG,700,Abdallah Yakta,11,10,1967,11,1967,1914,Male,0,53,53,0,Afghanistan,0,22.03043365,0,0,0,0,0,NA
272,DOM,42,Bosch,27,2,1963,9,1963,1909,Male,0,54,54,0,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
273,NIC,93,Anastasio Somoza Debayle,1,5,1967,7,1979,1925,Male,1,42,54,12,Nicaragua,0,11.4362793,0,0,0,0,0,NA
274,GUY,110,Samuel Hinds,6,3,1997,12,1997,1943,Male,0,54,54,0,Guyana,0,4.191225052,0,0,0,0,0,1620.919922
275,ECU,130,Rafael Correa,15,1,2007,5,2017,1963,Male,0,44,54,10,Ecuador,0,88.64363861,0,0,0,0,0,3588.310059
276,BRA,140,Ranieri Mazzilli,2,4,1964,4,1964,1910,Male,0,54,54,0,Brazil,0,2379.456543,0,0,1,1,0,NA
277,BOL,145,Paz Zamora,6,8,1989,8,1993,1939,Male,0,50,54,4,Bolivia,0,,0,0,0,0,0,715.5250244
278,ARG,160,Frondizi,1,5,1958,3,1962,1908,Male,0,50,54,4,Argentina,0,456.1006165,0,0,1,0,0,NA
279,SWZ,225,von Moos,1,1,1964,12,1964,1910,Male,0,54,54,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
280,SWZ,225,Gnagi,1,1,1971,12,1971,1917,Male,0,54,54,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
281,SWZ,225,Villiger,1,1,1995,12,1995,1941,Male,0,54,54,0,Switzerland,1,691.0378418,0,0,0,0,0,48833.17969
282,SWZ,225,Burkhalter,1,1,2014,12,2014,1960,Male,0,54,54,0,Switzerland,1,691.0378418,0,0,0,0,0,NA
283,MNG,341,Dukanovic,4,12,2012,11,2016,1962,Male,0,50,54,4,Montenegro,0,NA,0,0,0,0,0,6590.580078
284,UKR,369,Poroshenko,7,6,2014,5,2019,1965,Male,0,49,54,5,Ukraine,0,139.1454468,0,0,0,0,0,3053.609863
285,ARM,371,Kocharian,4,3,1998,4,2008,1954,Male,0,44,54,10,Armenia,0,14.10398102,0,0,0,0,0,608.4150391
286,ARM,371,Karapetyan,23,4,2018,5,2018,1964,Male,0,54,54,0,Armenia,0,14.10398102,0,0,0,0,0,NA
287,AZE,373,Mutalibov,8,9,1991,3,1992,1938,Male,0,53,54,1,Azerbaijan,0,61.52862549,0,0,0,0,0,NA
288,STP,403,da Costa,15,6,1975,3,1991,1937,Male,0,38,54,16,Sao Tome and Principe,0,0.300221413,0,0,0,0,0,NA
289,GHA,452,Ankrah,24,2,1966,4,1969,1915,Male,1,51,54,3,Ghana,0,60.47307587,0,0,0,0,0,NA
290,GHA,452,Rawlings,31,12,1981,1,2001,1947,Male,1,34,54,20,Ghana,0,60.47307587,0,0,0,0,0,NA
291,UGA,500,Amin,25,1,1971,4,1979,1925,Male,1,46,54,8,Uganda,0,31.74250031,0,0,0,0,0,NA
292,ETH,530,Mengistu Marriam,11,2,1977,5,1991,1937,Male,1,40,54,14,Ethiopia,0,64.85749054,0,0,0,0,0,NA
293,COM,581,Dhoinine,26,5,2011,5,2016,1962,Male,0,49,54,5,Comoros,0,NA,0,0,0,0,0,NA
294,IRN,630,Rafsanjani,17,8,1989,8,1997,1943,Male,0,46,54,8,Iran,0,,0,0,0,0,0,3572.527344
295,AFG,700,Sardar Mohammad Daud Khan,7,9,1953,3,1963,1909,Male,0,44,54,10,Afghanistan,0,22.03043365,0,0,0,0,0,NA
296,PAK,770,Yahya Khan,31,3,1969,12,1971,1917,Male,1,52,54,2,Pakistan,0,267.4912415,0,0,0,0,0,NA
297,PNG,910,O'Neill,2,8,2011,5,2019,1965,Male,0,46,54,8,Papua New Guinea,0,21.23073387,0,0,0,0,0,NA
298,WSM,990,Mata'afa Mulinu'u,20,3,1973,5,1975,1921,Male,0,52,54,2,Samoa,0,0.820523143,0,0,0,0,0,NA
299,WSM,990,Tamasese Lealofi IV,21,4,1975,3,1976,1922,Male,0,53,54,1,Samoa,0,0.820523143,0,0,0,0,0,NA
300,DOM,42,Balaguer,19,11,1961,1,1962,1907,Male,0,54,55,1,Dominican Republic,0,91.04623413,0,0,0,0,0,NA
